epoch,val_acc,val_loss,val_iou
1,0.3897799551486969,592.3163452148438,0.4516082108020782
2,0.6718758940696716,471.5359497070313,0.4931821227073669
3,0.6864618062973022,432.3915710449219,0.5035794973373413
4,0.7107797265052795,416.8363342285156,0.5173208713531494
5,0.703900158405304,419.740234375,0.4852026402950287
6,0.7414526343345642,434.866943359375,0.4814493954181671
7,0.5017892718315125,461.0393676757813,0.4531042575836181
8,0.5560134649276733,467.6955871582031,0.4501442611217499
9,0.5859689116477966,437.1124267578125,0.4330767095088959
10,0.5837646722793579,473.63128662109375,0.4458181262016296
11,0.7001773118972778,400.1503601074219,0.4598816335201263
12,0.7039071917533875,432.8829650878906,0.4281264543533325
13,0.7346240282058716,391.112548828125,0.4247259795665741
14,0.6679489016532898,407.2178039550781,0.4645032882690429
15,0.6796765327453613,396.9618225097656,0.4507683217525482
16,0.7400802373886108,378.170654296875,0.4527564346790313
17,0.6943447589874268,381.089111328125,0.459830492734909
18,0.5459802150726318,499.7647705078125,0.4532957971096039
19,0.7764004468917847,357.35137939453125,0.4960421621799469
20,0.7650054693222046,379.2349853515625,0.4400009512901306
21,0.7325381636619568,386.0922546386719,0.4523569345474243
22,0.6604723930358887,391.291015625,0.4931057095527649
23,0.7526065111160278,359.4206237792969,0.5271532535552979
24,0.7598538398742676,370.6690673828125,0.5487760305404663
25,0.7528460621833801,357.116455078125,0.5056139826774597
26,0.2365597486495971,628.8465576171875,0.4737143516540527
27,0.6786959767341614,469.429931640625,0.4900154769420624
28,0.4473501443862915,511.7554626464844,0.4820553362369537
29,0.7452011108398438,426.0352783203125,0.4984714388847351
30,0.7037872076034546,444.2207946777344,0.4260396361351013
31,0.5503777861595154,512.1058349609375,0.4889042377471924
32,0.6772216558456421,442.1034240722656,0.4365362524986267
33,0.651161789894104,437.9119262695313,0.5063614845275879
34,0.6927096843719482,413.1991882324219,0.4667366743087768
35,0.4190960824489593,516.6994018554688,0.5051526427268982
36,0.655119001865387,460.1151428222656,0.4587045013904571
37,0.6334222555160522,439.2378845214844,0.5247803330421448
38,0.321228951215744,587.60693359375,0.4624093472957611
39,0.4458053708076477,501.3612365722656,0.5219228863716125
40,0.6225723028182983,418.7173461914063,0.4680618941783905
41,0.7308917045593262,387.7665100097656,0.4455338716506958
42,0.5522586107254028,431.429931640625,0.4504790604114532
43,0.6410940289497375,444.4031982421875,0.457184374332428
44,0.7284332513809204,388.0475769042969,0.42757049202919
45,0.4241500794887543,510.5148315429688,0.4522438645362854
46,0.7291491627693176,373.4744567871094,0.5182463526725769
47,0.7123824954032898,380.1797790527344,0.4901689291000366
48,0.660758376121521,411.74456787109375,0.4654827415943146
49,0.7372302412986755,379.9629821777344,0.4415639340877533
50,0.5367974638938904,509.9775390625,0.51801997423172
51,0.743603527545929,365.0784301757813,0.5305253267288208
52,0.7319692969322205,372.7148742675781,0.5144021511077881
53,0.7432159185409546,371.8418273925781,0.5069721341133118
54,0.7103103399276733,373.360595703125,0.5328407883644104
55,0.5812960863113403,439.6824645996094,0.4498743414878845
56,0.7561630010604858,376.1925048828125,0.4333653748035431
57,0.5947518944740295,419.8565368652344,0.5584901571273804
58,0.7620678544044495,350.97149658203125,0.5503231287002563
59,0.5133508443832397,517.443359375,0.5142632126808167
60,0.7559542655944824,350.423828125,0.4554493725299835
61,0.6942920088768005,423.4510803222656,0.5138770341873169
62,0.7447341680526733,359.7915954589844,0.4979637563228607
63,0.7446432709693909,362.584716796875,0.5505785942077637
64,0.7361239790916443,355.7066650390625,0.4770756959915161
65,0.7703320384025574,353.3946228027344,0.5183098912239075
66,0.7717053294181824,351.72137451171875,0.4490916132926941
67,0.7746750116348267,336.625732421875,0.528619110584259
68,0.7670413255691528,328.35821533203125,0.5314861536026001
69,0.7721410989761353,329.3168334960937,0.4710538387298584
70,0.76043301820755,347.93780517578125,0.5544784069061279
71,0.7771108746528625,336.9051513671875,0.4440940618515014
72,0.6805893182754517,406.1601867675781,0.5235055088996887
73,0.7481463551521301,353.0007019042969,0.4530423879623413
74,0.7330310344696045,358.7367858886719,0.4690388143062591
75,0.7669506669044495,339.17169189453125,0.438002198934555
76,0.7742382884025574,336.1605529785156,0.5076345205307007
77,0.7691439986228943,334.7712097167969,0.5118100047111511
78,0.7623348832130432,344.4652404785156,0.535487174987793
79,0.7605560421943665,346.311279296875,0.4545257687568664
80,0.7878729104995728,336.95819091796875,0.5110259056091309
81,0.7834030389785767,325.0643005371094,0.4607428908348083
82,0.778027355670929,338.52667236328125,0.53803950548172
83,0.7605383396148682,341.16796875,0.4876401722431183
84,0.7816451787948608,334.3146057128906,0.4914898574352264
85,0.7768633961677551,332.5587158203125,0.5693070888519287
86,0.7469143867492676,354.7818298339844,0.5392783880233765
87,0.7913442850112915,321.5992431640625,0.5750550031661987
88,0.7870141863822937,326.68994140625,0.5417518615722656
89,0.76507568359375,352.32489013671875,0.4714447855949402
90,0.787156343460083,324.5365295410156,0.476823478937149
91,0.772703230381012,331.1195678710937,0.5555775165557861
92,0.7892270088195801,323.338623046875,0.5558915734291077
93,0.7874670624732971,328.7029724121094,0.4719538688659668
94,0.6801641583442688,440.3585815429688,0.4983614683151245
95,0.7674520611763,333.3531494140625,0.5406866073608398
96,0.7929068207740784,325.9169006347656,0.646433413028717
97,0.7726593017578125,336.384521484375,0.4567760825157165
98,0.7654562592506409,330.677978515625,0.4753029346466064
99,0.7850167751312256,331.2922668457031,0.5985704064369202
100,0.777449369430542,337.6201477050781,0.4820066094398498
101,0.788405179977417,332.93682861328125,0.5195156335830688
102,0.7412686347961426,346.0047607421875,0.4625979959964752
103,0.7845257520675659,335.0498352050781,0.6310058236122131
