epoch,val_acc,val_loss,val_iou
1,0.4901251196861267,524.7566528320312,0.4910629689693451
2,0.650229811668396,498.1756591796875,0.4172044992446899
3,0.6045944094657898,490.5983276367188,0.4709353744983673
4,0.7170513868331909,443.0346374511719,0.4918970167636871
5,0.3545718491077423,581.1434936523438,0.4265801012516022
6,0.3524948060512543,564.2417602539062,0.4380923509597778
7,0.6179446578025818,464.2514343261719,0.507260799407959
8,0.7432626485824585,419.9316711425781,0.47564297914505
9,0.512103259563446,511.1594848632813,0.4174500107765198
10,0.5918979048728943,471.4739074707031,0.4179987907409668
11,0.6944427490234375,417.6685791015625,0.4222861528396606
12,0.5837164521217346,473.4581604003906,0.4172044992446899
13,0.7061660885810852,407.7300720214844,0.4173448979854584
14,0.4243380725383758,511.5594177246094,0.476059228181839
15,0.6824377179145813,424.5123901367188,0.4331240057945251
16,0.5785763263702393,490.6190490722656,0.4742094576358795
17,0.7211871147155762,413.4535217285156,0.4357020258903503
18,0.7170687913894653,431.3032836914063,0.418052613735199
19,0.763612687587738,405.8572692871094,0.4780405163764953
20,0.4149786233901977,508.1487426757813,0.4497694969177246
21,0.6719894409179688,424.7261962890625,0.4217323958873749
22,0.7286565899848938,389.4400024414063,0.4705036580562591
23,0.7874661087989807,368.1528930664063,0.4337977468967438
24,0.7790615558624268,380.0063781738281,0.423136442899704
25,0.7063091993331909,414.8624877929688,0.4333882629871368
26,0.7322229146957397,393.8550720214844,0.4534158706665039
27,0.7913448810577393,367.2212219238281,0.4517277777194977
28,0.7453768849372864,410.2575378417969,0.4663105905056
29,0.788952648639679,371.0054016113281,0.6221381425857544
30,0.7947485446929932,364.5841674804688,0.5179413557052612
31,0.7195544242858887,421.3778076171875,0.5397570133209229
32,0.7783257961273193,366.1420593261719,0.5348866581916809
33,0.7340167164802551,376.0002746582031,0.4458025693893432
34,0.8004684448242188,356.74835205078125,0.4417891204357147
35,0.7905697822570801,382.6921997070313,0.5905865430831909
36,0.4851357936859131,411.2376708984375,0.421078085899353
37,0.672578752040863,367.420166015625,0.4995890855789184
38,0.8093203902244568,350.3334350585937,0.5290700197219849
39,0.8030588030815125,349.28179931640625,0.5731683373451233
40,0.746931791305542,391.0765686035156,0.4939774870872497
